countryname,wbcode,iso3,region,incgroup2,incgroup4,fragile,survey,year,status,cohort,parent,child,obs,P1,P2,P3,P4,P5,C1,C2,C3,C4,C5,MEANp,MEANc,SDp,SDc,GINIp,GINIc,IGP,NL1,NL2,COR,MAcatM,MAcatC1,Q4_IGpri,BHQ1,BHQ2,BHQ3,BHQ4,Q4BH,Q4child,Delta50,Asher_Q4_IGpri,ThreeGen_obs,ThreeGen_IGPp1,ThreeGen_IGPg1,ThreeGen_IGPgsd,All2125_MEANp,All2125_MEANc,All2125_IGP,All2125_MAcatC1,Cores2125_MEANp,Cores2125_MEANc,Cores2125_IGP,Cores2125_MAcatC1,Shortfall0611_obs,Shortfall0611_IGP,Shortfall1217_obs,Shortfall1217_IGP,IGEincome,S1,S2,S3,MLD_psu
Afghanistan,AFG,AFG,South Asia,Developing economies,Low income,1,NRVA,1980,Co-residents only,1980,mom,daughter,743,.887234091758728,.0104907574132085,.0298253912478685,.0675674825906754,.0048822867684066,.6259247660636902,.0227710381150246,.1088951006531715,.1288845986127853,.1135245189070702,1.354020953178406,4.332961559295654,3.564357757568359,5.88397216796875,.88641506,.68020242,.8218107223510742,1.804922103881836,-.0823841020464897,.4978316426277161,.3406189382076263,.3408631980419159,.4197193384170532,.37040669,.34663641,.14529432,.13766259,.39043003,.21612711,3.0705295,,,,,,,,,,,,,,12266,.072175786,8696,.33349302,,,,,.1
Afghanistan,AFG,AFG,South Asia,Developing economies,Low income,1,NRVA,1980,Co-residents only,1980,mom,son,3628,.9165188074111939,.0093738762661815,.023500744253397,.0422352850437164,.0083713149651885,.5015801787376404,.0268680602312088,.1769631057977676,.1902738362550736,.1043148338794708,.9948095679283142,5.69397497177124,3.217075824737549,5.759270668029785,.92185098,.55426055,.6053203940391541,.8628469109535217,-.020424198359251,.3381264209747315,.4720317721366882,.470076322555542,.4024260640144348,.25583845,.26105601,.27249473,.21061082,.33629942,.25808787,5.0125017,,,,,,,,,,,,,,13209,.061134275,9731,.19067729,,,,,.1
Angola,AGO,AGO,Sub-Saharan Africa,Developing economies,Upper middle income,0,IBEP-MICS,1980,Co-residents only,1980,avg,all,459,.5581760406494141,.1882870346307755,.0928718447685242,.0274163205176592,.0583722814917564,.4422760307788849,.0551389157772064,.0517028160393238,.1488211750984192,.1006277278065682,5.430651664733887,8.985556602478027,4.319022655487061,6.132509231567383,.43563452,.39088014,.846662163734436,1.796773076057434,-.0637749210000038,.5962899327278137,.4496027827262878,.4415237009525299,.5135745406150818,.46631423,.27413678,.14602679,.11352222,.090132512,.25165349,3.5704837,,,,,,,,,,,,,,5065,.12328087,3422,.29271141,,,,,.46000001
Angola,AGO,AGO,Sub-Saharan Africa,Developing economies,Upper middle income,0,IBEP-MICS,1980,Co-residents only,1980,avg,daughter,218,.5852547287940979,.1658326983451843,.0714290365576744,.0458347722887993,.0588408894836903,.4894803166389465,.0558967590332031,.0426022261381149,.1268507689237595,.0685311481356621,5.341724395751953,8.339540481567383,4.38524866104126,6.38151216506958,.45168701,.43620262,.8944600820541382,2.114027500152588,-.0845204964280128,.6146552562713623,.3923684656620026,.389516144990921,.5317538380622864,.55668628,.2174719,.11844959,.10739224,.11239085,.23391365,2.8356678,,,,,,,,,,,,,,2509,.12421232,1633,.31524414,,,,,.46000001
Angola,AGO,AGO,Sub-Saharan Africa,Developing economies,Upper middle income,0,IBEP-MICS,1980,Co-residents only,1980,avg,son,241,.5283834338188171,.2129917740821838,.1164636835455895,.0071519403718412,.0578567087650299,.3903408646583557,.0543051175773144,.0617154836654663,.1729934811592102,.1359410732984543,5.528490543365479,9.696316719055176,4.253024578094482,5.778147220611572,.41702652,.34037,.7842672467231751,1.414661169052124,-.0407863482832909,.5772625207901001,.5125732421875,.4987435638904572,.4946570098400116,.3630853,.33899933,.17732462,.12059074,.066953212,.27117127,4.4104948,,,,,,,,,,,,,,2556,.12182466,1789,.26958731,,,,,.46000001
Angola,AGO,AGO,Sub-Saharan Africa,Developing economies,Upper middle income,0,IBEP-MICS,1980,Co-residents only,1980,dad,all,497,.5819512605667114,.1347401589155197,.0540857017040253,.1092738881707192,.1199489906430244,.4316318929195404,.0646339580416679,.051330428570509,.1413115561008453,.1048363298177719,6.924115657806397,9.03848934173584,5.232711315155029,6.125773429870606,.41574913,.3881838,.6242021918296814,1.511010766029358,-.0496997162699699,.5332012176513672,.4187885820865631,.4102597832679749,.4746276140213013,.439621,.28013158,.13786107,.14238635,.14512628,.25150767,3.3576841,,,,,,,,,,,,,,5238,.083006188,3580,.21702807,,,,,.46000001
Angola,AGO,AGO,Sub-Saharan Africa,Developing economies,Upper middle income,0,IBEP-MICS,1980,Co-residents only,1980,dad,daughter,234,.6113845109939575,.1220260038971901,.0388939864933491,.1165349707007408,.1111605018377304,.4888698160648346,.0594443753361702,.0401026234030724,.1220105960965157,.0657253116369247,6.658792018890381,8.356089591979981,5.251053333282471,6.439463615417481,.43373188,.43905681,.6872648596763611,1.684892177581787,-.0575200989842415,.5604293346405029,.3613434731960297,.3599799871444702,.4704745411872864,.52919757,.24754855,.0683515,.15490235,.19144076,.23819341,2.7752323,,,,,,,,,,,,,,2593,.082184955,1711,.23464631,,,,,.46000001
Angola,AGO,AGO,Sub-Saharan Africa,Developing economies,Upper middle income,0,IBEP-MICS,1980,Co-residents only,1980,dad,son,263,.5498171448707581,.148620992898941,.0706714242696762,.1013465225696564,.1295439153909683,.3691417276859283,.0702997371554375,.0635885074734688,.162383571267128,.1475362181663513,7.213785648345947,9.783507347106934,5.208369731903076,5.684784412384033,.39579576,.33182794,.5426657199859619,1.233309030532837,-.0374830700457096,.4971874356269836,.4815049171447754,.4651533365249634,.4791576266288757,.33799317,.31716678,.21676829,.12807176,.098802306,.26604363,4.018527,,,,,,,,,,,,,,2645,.083351679,1869,.19959821,,,,,.46000001
Angola,AGO,AGO,Sub-Saharan Africa,Developing economies,Upper middle income,0,IBEP-MICS,1980,Co-residents only,1980,max,all,459,.5581760406494141,.1507249623537064,.0579344779253006,.098776176571846,.0011395702604204,.4422760307788849,.0551389157772064,.0517028160393238,.1488211750984192,.1006277278065682,7.167130470275879,8.985556602478027,5.324211120605469,6.132509231567383,.4092716,.39088014,.6470478177070618,1.539839506149292,-.0491197407245636,.561763346195221,.3961022794246674,.3873250186443329,.5032337307929993,.44760945,.28790915,.1234524,.141029,.13652439,.25185499,2.9980316,.50858283,19,.569749,.48682252,.44678283,,,,,,,,,5065,.087492265,3422,.21873829,,,,,.46000001
Angola,AGO,AGO,Sub-Saharan Africa,Developing economies,Upper middle income,0,IBEP-MICS,1980,Co-residents only,1980,max,daughter,218,.5852547287940979,.1245144456624985,.0480927266180515,.1104893386363983,.1316487491130829,.4894803166389465,.0558967590332031,.0426022261381149,.1268507689237595,.0685311481356621,6.983650207519531,8.339540481567383,5.432447910308838,6.38151216506958,.43037501,.43620262,.6973394751548767,1.597198009490967,-.0509199984371662,.5936304926872253,.3402874171733856,.3374350965023041,.4911055862903595,.5240739,.25464815,.068568781,.15270919,.18495455,.23511961,2.599823,,,,,,,,,,,,,,2509,.086294465,1633,.23676589,,,,,.46000001
Angola,AGO,AGO,Sub-Saharan Africa,Developing economies,Upper middle income,0,IBEP-MICS,1980,Co-residents only,1980,max,son,241,.5283834338188171,.1795623600482941,.0687625855207443,.0858891010284424,.0023933502379805,.3903408646583557,.0543051175773144,.0617154836654663,.1729934811592102,.1359410732984543,7.368999481201172,9.696316719055176,5.207710266113281,5.778147220611572,.38542563,.34037,.5785859823226929,1.397640585899353,-.0435494557023048,.5214661955833435,.4575109779834747,.4423466324806213,.5172112584114075,.3614386,.32548189,.18528317,.12779632,.081946358,.27026764,3.4463675,,,,,,,,,,,,,,2556,.088286936,1789,.20114216,,,,,.46000001
Angola,AGO,AGO,Sub-Saharan Africa,Developing economies,Upper middle income,0,IBEP-MICS,1980,Co-residents only,1980,mom,all,701,.8177807927131653,.0884726941585541,.0053894743323326,.052763108164072,.0007235747179948,.4373950660228729,.0682034492492676,.0513873174786568,.1368693113327026,.1131460666656494,3.869097471237183,9.012706756591797,4.188256740570068,5.993323802947998,.56225723,.38125947,.7634804248809815,1.462901711463928,-.0515981577336788,.5335356593132019,.5136892795562744,.5093956589698792,.4874236881732941,.44220394,.28048295,.18198873,.095324397,.17997707,.25157085,5.0929751,,,,,,,,,,,,,,6153,.124754,4319,.27671814,,,,,.46000001
Angola,AGO,AGO,Sub-Saharan Africa,Developing economies,Upper middle income,0,IBEP-MICS,1980,Co-residents only,1980,mom,daughter,333,.8325554132461548,.0505082160234451,.006407221313566,.0759497284889221,.0345794148743153,.4855519533157349,.0634109899401665,.0444823317229748,.1179012954235077,.0934385880827904,3.867464303970337,8.241621971130371,4.319887638092041,6.371275424957275,.57887119,.44107437,.8291974663734436,1.850375175476074,-.0747000277042389,.5622170567512512,.4572267234325409,.4558685719966888,.4779069721698761,.58296221,.20280614,.12986745,.084364176,.22751726,.23684719,3.9208632,,,,,,,,,,,,,,3063,.12186193,2107,.30163613,,,,,.46000001
Angola,AGO,AGO,Sub-Saharan Africa,Developing economies,Upper middle income,0,IBEP-MICS,1980,Co-residents only,1980,mom,son,368,.802808403968811,.1269454509019852,.0043581011705101,.0292660538107157,.0014568368205801,.3885934352874756,.0730600729584694,.0583847500383854,.1560912728309631,.1331173926591873,3.870752573013306,9.794116020202637,4.056807518005371,5.48389482498169,.54332602,.3201009,.6878313422203064,1.02143669128418,-.0248532239347696,.5088353157043457,.5709077119827271,.5637184977531433,.4967570900917053,.29453397,.36197278,.23672017,.10677309,.13255528,.26649165,6.3233142,,,,,,,,,,,,,,3090,.12689167,2212,.24989168,,,,,.46000001
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1940,Retrospective question,1940,avg,all,210,.1865951269865036,.5128898620605469,.1986750960350037,.0849605277180672,.016879390925169,.0232034418731928,.3820364475250244,.3095651268959045,.192656472325325,.0925385057926178,4.506052970886231,7.883096218109131,3.556162118911743,4.189605236053467,.4235974,.28843954,.6422529816627502,.7204310894012451,-.0064227930270135,.5451481938362122,.5943087339401245,.5917234420776367,.5295894742012024,.35239124,.3042658,.22562672,.11771625,.20634119,.25271332,4.2518406,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1940,Retrospective question,1940,avg,daughter,114,.2023819088935852,.5045834183692932,.1793881803750992,.0913332104682922,.0223132576793432,.0426408983767033,.380702555179596,.3312665820121765,.1721955388784409,.0731944367289543,4.498602390289307,7.506546497344971,3.758558034896851,4.154007434844971,.44534484,.29745585,.6014754772186279,.6543120741844177,-.00419234437868,.5442167520523071,.5737622976303101,.5721285939216614,.5108869075775147,.35682487,.30746612,.24927734,.086431675,.22076155,.21454369,4.0599403,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1940,Retrospective question,1940,avg,son,96,.1677496880292893,.5228056311607361,.2216988354921341,.0773531347513199,.0103927170857787,0,.383628785610199,.2836590707302094,.217081680893898,.1156304776668549,4.514946937561035,8.332602500915527,3.318031787872315,4.209266662597656,.39638224,.27538666,.7041529417037964,.7159717082977295,-.0010265574092045,.5550614595413208,.618835985660553,.6148330569267273,.552918553352356,.34661064,.30132699,.19672965,.15533274,.18801449,.2982783,4.4897108,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1940,Retrospective question,1940,dad,all,211,.1890556663274765,.5153579115867615,.1990599930286408,.075431726872921,.0210947375744581,.0231039524078369,.3803983926773071,.3082378208637238,.1961181312799454,.0921417325735092,5.062121391296387,7.900748252868652,3.753942728042603,4.189252853393555,.38474426,.28805,.5680567026138306,.7822662591934204,-.0161093547940254,.5090293288230896,.6059807538986206,.6062501072883606,.4936870932579041,.34723732,.30438519,.22806293,.12031457,.25377065,.25238881,3.7829669,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1940,Retrospective question,1940,dad,daughter,115,.2067634910345078,.487432062625885,.2009015828371048,.0749134570360184,.0299894008785486,.0423061102628708,.3777135312557221,.32866570353508,.1786949038505554,.0726197585463524,5.075053215026856,7.541825771331787,3.960157155990601,4.156638145446777,.40940136,.29687819,.5214641094207764,.7936807870864868,-.02057746052742,.4968149363994598,.5830793976783752,.586377739906311,.4487641453742981,.35519654,.30845681,.24715149,.089195162,.28834891,.21779488,3.5661855,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1940,Retrospective question,1940,dad,son,96,.1677496880292893,.5489581227302551,.1968441903591156,.0760553106665611,.0103927170857787,0,.383628785610199,.2836590707302094,.217081680893898,.1156304776668549,5.046562194824219,8.332602500915527,3.510406255722046,4.209266662597656,.3530055,.27538666,.6405553817749023,.7311782240867615,-.0067639704793692,.5342045426368713,.6335355043411255,.6296869516372681,.5541278719902039,.33681619,.30043149,.20426178,.15849054,.20834652,.29401207,4.0524855,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1940,Retrospective question,1940,max,all,210,.1865951269865036,.5055970549583435,.2032038271427155,.0834184065461159,.0211855750530958,.0232034418731928,.3820364475250244,.3095651268959045,.192656472325325,.0925385057926178,5.147515773773193,7.883096218109131,3.813420295715332,4.189605236053467,.3859221,.28843954,.5704963803291321,.7450007200241089,-.0129982018843293,.5192714333534241,.5915446877479553,.5915027856826782,.5063109397888184,.34590974,.30912796,.2268829,.11807939,.25555062,.25271568,3.7144928,.49232942,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1940,Retrospective question,1940,max,daughter,114,.2023819088935852,.497307151556015,.1866644769906998,.0834197476506233,.0302267204970121,.0426408983767033,.380702555179596,.3312665820121765,.1721955388784409,.0731944367289543,5.107631683349609,7.506546497344971,3.987980842590332,4.154007434844971,.40876168,.29745585,.5234245657920837,.7373572587966919,-.0160024482756853,.5025044679641724,.5737622976303101,.5767971873283386,.4638056755065918,.3603743,.31274056,.23705937,.089825757,.2913,.21446794,3.5228744,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1940,Retrospective question,1940,max,son,96,.1677496880292893,.5154931545257568,.2229476571083069,.0834168046712875,.0103927170857787,0,.383628785610199,.2836590707302094,.217081680893898,.1156304776668549,5.195127964019775,8.332602500915527,3.614282608032227,4.209266662597656,.35755286,.27538666,.6361638903617859,.7192223072052002,-.0061438190750778,.5462414622306824,.6127723455429077,.6087057590484619,.5584191679954529,.32990566,.30350837,.21369968,.15288629,.21338655,.29837391,3.954531,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1940,Retrospective question,1940,mom,all,212,.3329453766345978,.4389169216156006,.1619380861520767,.0541388019919395,.012060803361237,.0230483394116163,.3848336040973663,.3088294863700867,.1913686543703079,.0919199362397194,3.978954076766968,7.862473964691162,3.702838182449341,4.185132026672363,.48708993,.28865466,.5919824242591858,.5046815276145935,.0078046699054539,.5237624645233154,.6936597228050232,.6942495107650757,.5407859683036804,.34624308,.30098763,.22410774,.12866154,.18619151,.25244197,4.9644837,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1940,Retrospective question,1940,mom,daughter,116,.3390521109104157,.4581579864025116,.1284388601779938,.0523103624582291,.0220406856387854,.0421200096607208,.3858305215835571,.329657107591629,.1700920462608337,.0723003149032593,3.975332021713257,7.473460197448731,3.864414215087891,4.142844676971436,.50078917,.29754546,.5759994983673096,.4801073372364044,.0080169765278697,.5372879505157471,.6653659343719482,.6658170819282532,.5306849479675293,.36675975,.29540494,.23978448,.098050825,.19745788,.21506429,4.6437287,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1940,Retrospective question,1940,mom,son,96,.325565367937088,.415663868188858,.2024222761392593,.0563484914600849,0,0,.383628785610199,.2836590707302094,.217081680893898,.1156304776668549,3.983331441879273,8.332602500915527,3.51781153678894,4.209266662597656,.46922994,.27538666,.6150286197662354,.4447579979896545,.0169360432773829,.5139980316162109,.7278530597686768,.7278530597686768,.5522129535675049,.32066718,.30908638,.20441495,.16583149,.17357297,.29761335,5.3628135,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1950,Retrospective question,1950,avg,all,397,.0623570457100868,.3974711894989014,.3336980640888214,.1593288779258728,.0471448414027691,.0072731422260404,.1318047642707825,.2386112213134766,.3834998309612274,.2388110458850861,6.661829948425293,10.93416595458984,3.845951795578003,4.029659271240234,.31719756,.2033539,.4425064623355866,.4750041663646698,-.002085808897391,.4223331212997437,.7391887903213501,.7299076914787293,.5754764080047607,.34023201,.31036851,.24199064,.10740884,.23093297,.25168604,5.9725385,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1950,Retrospective question,1950,avg,daughter,192,.0629138797521591,.4123360514640808,.3781514465808868,.0863860100507736,.0602126307785511,.0117207961156964,.1309720873832703,.2872334718704224,.3997276723384857,.1703459620475769,6.404288768768311,10.42544460296631,3.823670387268066,3.923108577728272,.32133505,.2059498,.5375171303749085,.6343475580215454,-.0060865427367389,.5238928198814392,.7465656995773315,.7356914281845093,.5627087950706482,.42098507,.32273918,.21261604,.043659706,.2515884,.18175234,5.1364913,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1950,Retrospective question,1950,avg,son,205,.0618299134075642,.3833993673324585,.2916162610054016,.2283802330493927,.0347742214798927,.0030627711676061,.1325930207967758,.1925829648971558,.3681377470493317,.3036235272884369,6.905631542205811,11.41574573516846,3.860459327697754,4.079319477081299,.31023037,.19600081,.3416672050952911,.3054656982421875,.0023677565623075,.3233363926410675,.7322054505348206,.7245768308639526,.5841184854507446,.2611782,.29827923,.27052751,.17001505,.21714012,.31788877,6.793469,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1950,Retrospective question,1950,dad,all,401,.0744810849428177,.4152379631996155,.289995551109314,.1654066443443298,.054878756403923,.0071907676756382,.1352547854185104,.2359087318181992,.3855393826961517,.2361063063144684,7.133335590362549,10.90669441223145,4.088284015655518,4.037153720855713,.31149957,.20423947,.4264583587646484,.3962452709674835,.0018542829202488,.4318594336509705,.7421501278877258,.7345293164253235,.5767755508422852,.33262399,.30628151,.24273473,.1183598,.21286801,.25162631,5.8121476,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1950,Retrospective question,1950,dad,daughter,193,.0818798914551735,.4113498628139496,.3276311159133911,.1192284747958183,.0599106512963772,.011662014760077,.1353304088115692,.2857929468154907,.3977229595184326,.1694916486740112,6.948385715484619,10.39321994781494,3.994004964828491,3.939577341079712,.3079159,.20765142,.5274665355682373,.5434612631797791,-.000988929416053,.5347537994384766,.7377361655235291,.7263572216033936,.5535151362419128,.40877908,.32644755,.21396418,.050809216,.21186335,.18080696,4.8414316,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
Albania,ALB,ALB,Europe & Central Asia,Developing economies,Upper middle income,0,LITS,1950,Retrospective question,1950,dad,son,208,.0675629675388336,.4188734889030457,.2548050880432129,.2085846811532974,.0501737780869007,.0030100101139396,.1351840794086456,.1892654150724411,.3741473853588104,.2983931303024292,7.30626916885376,11.38680934906006,4.176740646362305,4.077476978302002,.31273001,.19631959,.3317515254020691,.2475853860378265,.0051356637850404,.3398278057575226,.7462772727012634,.7420921325683594,.5928236842155457,.25944889,.28687105,.27038795,.18329209,.213227,.31784466,6.74581,,,,,,,,,,,,,,,,,,,.0097650019,.029534476,.96070051,
